Familia actualizada,Género actualizado,Especie actualizada,Taxa infraespecífico,Autor,MEXUw,Colector,Colectores asociados,N° Colecta,Familia anterior,Género anterior,Especie anterior,Estado,País,Fecha,Día,Mes,Año,Institución,Donaciones,Péstamos/ Exhibiciones,Nombre común,Forma de vida,Parte del árbol donde se realizó la colecta,Altura,DAP,Altura de colecta,N° Fam,Nº Género,,,,,,,,,,,,
Moraceae,Pseudolmedia,spuria, ,(Sw.) Griseb.,MEXUw-3361,Ortega González M.,,NA,,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,,,Asta maria,Árbol,,7 m,22 cm,,64,1954,,,,,,,,,,,,
Moraceae,Trophis,racemosa, ,(L.) Urb.,MEXUw-3362,Zolá  M.,,1752,,,,Veracruz,México, 25/02/1987,25,2,1987,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,Árbol,,,,,64,1917,,,,,,,,,,,,
Muntingiaceae,Muntingia,calabura, ,L.,MEXUw-3363,Zolá  M.,,2083,Elaeocarpaceae,,,NA,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,,,,,,171,4928,,,,,,,,,,,,
Myristicaceae,Staudtia,kamerunensis,var. gabonensis,(Warb.) Fouilloy,MEXUw-3364,De Vlieghere,,17,,,gabonensis,NA,República Democrática del Congo,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,8 m,10 cm,,99,2744,,,,,,,,,,,,
Myristicaceae,Virola,albidiflora, ,Ducke,MEXUw-3365,NA,,NA,,,kukachkana,Perú,Perú,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,99,2741,,,,,,,,,,,,
Myristicaceae,Virola,columbiana, ,SD,MEXUw-3366,Cuatrecasas Jose,,16,,,,Perú,Perú,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,99,2741,,,,,,,,,,,,
Myrtaceae,Eucalyptus,camaldulensis, ,Dehnh.,MEXUw-3367,Martínez Esquivel S.,,SME-23,,,,Jalisco,México, 29/11/1978,29,11,1978,Centro regional de Enseñanza Tecnica Industrial-Guadalajara,,,Eucalipto,Árbol,,,,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,dalrympleana, ,Maiden,MEXUw-3368,Artola Aguirretxe Imanol,,318,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),,,Eucalipto de montaña,Árbol,,,,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,deglupta, ,Blume,MEXUw-3369,NA,,NA,,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,,,Eucalipto,Árbol,,15 m,18 cm,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,globulus, ,Labill.,MEXUw-3370,NA,,NA,,,,Madrid,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",,,Eucalipto blanco,Árbol,,,,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,globulus, ,Labill.,MEXUw-3371,NA,,NA,,,,Jalisco,México,NA,NA,NA,NA,Universidad de Guadalajara,,,Eucalipto,Árbol,,,,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,paniculata, ,Sm,MEXUw-3372,NA,,NA,,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,,,Eucalipto,Árbol,,,,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,punctata, ,DC.,MEXUw-3373,NA,,NA,,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,,,Eucalipto,Árbol,,,,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,robusta, ,Sm,MEXUw-3374,NA,,NA,,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,,,Eucalipto,Árbol,,25 m,42 cm,,222,5598,,,,,,,,,,,,
Myrtaceae,Eucalyptus,robusta, ,Sm,MEXUw-3375,NA,,NA,,,rostrata,Puebla,México, 24/11/1986,24,11,1986,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,,,,222,5598,,,,,,,,,,,,
Myrtaceae,Psidium,guajava, ,L.,MEXUw-3376,Réjean Drouin,,NA,,,,México,México,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,15 m,55 cm,,222,5559,,,,,,,,,,,,
Myrtaceae,Psidium,guajava, ,L.,MEXUw-3377,Guridi Gómez L.,Madrigal Sánchez X.,4213,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",,,Guayaba,Árbol,,,,,222,5559,,,,,,,,,,,,
Myrtaceae,Psidium,guajava, ,L.,MEXUw-3378,Ortega R.,,1273,,,,Veracruz,México,NA,NA,NA,NA,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,"Guayaba, guayabo",Árbol,,,,,222,5559,,,,,,,,,,,,
Myrtaceae,Psidium,oligospermum, ,Mart. ex DC.,MEXUw-3379,B. Curtis Alan,Edgar Cabrera Cano,36,,,sartorianum,Yucatán,México,20/6/1905,20,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,,,Guayabillo,Árbol,,15 m,,,222,5559,,,,,,,,,,,,
Myrtaceae,Syzygium,jambos, ,(L.) Alston,MEXUw-3380,Réjean Drouin,,NA,,Eugenia,,Guayana Britanica,República Cooperativa de Guyana,14/5/2009,14,5,2009,Réjean Drouin ,,,,Árbol,,10 m,,,222,5578,,,,,,,,,,,,
Nyctaginaceae,Neea,psychotrioides, ,Donn. Sm,MEXUw-3381,B. Curtis Alan,Edgar Cabrera Cano,37,,,,Yucatán,México,19/6/1905,19,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,,,"Frutilla, taatsi",Árbol,,,,,80,2355,,,,,,,,,,,,
Nyssaceae,Nyssa,sylvatica, ,Marshall,MEXUw-3382,NA,,NA,,,,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",,,Black gum,Árbol,,,,,229,6151,,,,,,,,,,,,
Nyssaceae,Nyssa,sylvatica, ,Marshall,MEXUw-3383,Artola Aguirretxe Imanol,,557,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),,,Tupelo,Árbol,,15 m,24 cm,,229,6151,,,,,,,,,,,,
Lamiaceae,Aegiphila,sp., ,Jacq.,MEXUw-3384,"Calzada, Juan Ismael",,2912,Verbenaceae,,,Chiapas,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",A'te,,,,,,,,253,7178,,,,,,,,,,,,
Verbenaceae,Lippia,myriocephala, ,Schltdl. & Cham,MEXUw-3385,Ortega González M.,,6,,,,Veracruz,México,NA,NA,NA,NA,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,"Palo gusano, machiche",,,Árbol,,,,,253,7145,,,,,,,,,,,,
Verbenaceae,Lippia,origanoides, ,Kunth,MEXUw-3386,Guridi Gómez L.,Madrigal Sánchez X.,3893,,,palmeri,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",Jarra blanca,,,Árbol,,,,,253,7145,,,,,,,,,,,,
Lamiaceae,Gmelina,arborea, ,Roxb. ex Sm,MEXUw-3387,NA,,NA,Verbenaceae,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,Gmelina,,,Árbol,,,,,253,7188,,,,,,,,,,,,
Lamiaceae,Tectona,grandis, ,L. f.,MEXUw-3388,NA,,NA,Verbenaceae,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,Teca,,,Árbol,,,,,253,7181,,,,,,,,,,,,
Lamiaceae,Vitex,gaumeri, ,Greenm,MEXUw-3389,Ortega González M. ,,NA,Verbenaceae,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,Carrete,,,Árbol,,15 m,23 cm,,253,7186,,,,,,,,,,,,
Lamiaceae,Vitex,gaumeri, ,Greenm,MEXUw-3390,B. Curtis Alan,Edgar Cabrera Cano,64,Verbenaceae,,,Yucatán,México,24/6/1905,24,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,Yaaxnik,,,Árbol,,,,,253,7186,,,,,,,,,,,,
Lamiaceae,Vitex,gaumeri, ,Greenm,MEXUw-3391,Mc. Clay Clara,,40,Verbenaceae,,,Peten,Guatemala,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,16 m,70 cm,,253,7186,,,,,,,,,,,,
Lamiaceae,Vitex,gaumeri, ,Greenm,MEXUw-3392,NA,,NA,Verbenaceae,,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",Ya´axnic,,,Árbol,,3 m,5 cm,,253,7186,,,,,,,,,,,,
Lamiaceae,Vitex,madiensis,subsp. milanjiensis,(Britten) F.White,MEXUw-3393,NA,,XVIII,Verbenaceae,,madiensis var. milanjiensis,NA,República Democrática del Congo,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,,,,253,7186,,,,,,,,,,,,
Ochnaceae,Lophira,alata, ,Banks ex C.F. Gaertn.,MEXUw-3394,Artola Aguirretxe Imanol,,790,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),Akoga,,,Árbol,,,,,182,ND,,,,,,,,,,,,
Olacaceae,Ongokea,gore, ,Pierre,MEXUw-3395,De Vlieghere,,12,,,klaineana,NA,República Democrática del Congo,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,de machiche y coroco,Árbol,,30 m,,,72,2134,,,,,,,,,,,,
Oleaceae,Forestiera,tomentosa, ,S. Watson,MEXUw-3396,Guridi Gómez L.,Madrigal Sánchez X.,3899,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",Olivo,,,Árbol,,,,,243,6427,,,,,,,,,,,,
Oleaceae,Fraxinus,americana, ,L.,MEXUw-3397,NA,,NA,,,,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",White ash,,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,angustifolia, ,Vahl,MEXUw-3398,NA,,NA,,,,Madrid,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",Fresno,,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,excelsior, ,L.,MEXUw-3399,Artola Aguirretxe Imanol,,9,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),,,Fresno,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,excelsior, ,L.,MEXUw-3400,NA,,NA,,,,Delden,Países Bajos,NA,NA,NA,NA,"Rijksuniversiteit te Utrech, Netherlands",,,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,excelsior, ,L.,MEXUw-3401,NA,,NA,,,,Checoslovaquia,Checoslovaquia,NA,NA,NA,NA,Abteilung fur Biologische Holzforschung an der Forstlichen Bundesversuchsanstalt,,,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,excelsior, ,L.,MEXUw-3402,NA,,NA,,,,Österreich,Austria,NA,NA,NA,NA,Abteilung fur Biologische Holzforschung an der Forstlichen Bundesversuchsanstalt,"Yem, eche",,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,nigra, ,Marshall,MEXUw-3403,NA,,NA,,,,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",Black ash,,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,nigra, ,Marshall,MEXUw-3404,Réjean Drouin,,NA,,,,Quebec,Canadá,14/5/2009,14,5,2009,Réjean Drouin ,,,,Árbol,,5 m,2 cm,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,ornus, ,L.,MEXUw-3405,NA,,NA,,,,Doorn,Países Bajos,NA,NA,NA,NA,"Rijksuniversiteit te Utrech, Netherlands",,,,Árbol,,6 m,20 cm,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,uhdei, ,(Wenz.) Lingelsh.,MEXUw-3406,Carmona V. Tomás F.,,TFCV-009,,,,Veracruz,México,NA,NA,NA,NA,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,Fresno,,,Árbol,,20 m,27 cm,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,uhdei, ,(Wenz.) Lingelsh.,MEXUw-3407,Ortega F.,,S/N,,,,Veracruz,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,uhdei, ,(Wenz.) Lingelsh.,MEXUw-3408,Guridi Gómez L.,Madrigal Sánchez X.,4160,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo","Fresno hembra, fresno macho",,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,uhdei, ,(Wenz.) Lingelsh.,MEXUw-3409,NA,,NA,,,,Guerrero,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",Fresno,,,Árbol,,,,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,uhdei, ,(Wenz.) Lingelsh.,MEXUw-3410,NA,,NA,,,,Jalisco,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",Fresno hembra,,,Árbol,,10 m,11 cm,,243,6420,,,,,,,,,,,,
Oleaceae,Fraxinus,uhdei, ,(Wenz.) Lingelsh.,MEXUw-3411,Carmona V. Tomás F.,,TFCV-017,,,,Veracruz,México,NA,NA,NA,NA,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,Fresno,,,Árbol,,8 m,,,243,6420,,,,,,,,,,,,
Oleaceae,Olea,europaea, ,L.,MEXUw-3412,Artola Aguirretxe Imanol,,159,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),Olivo,,,Árbol,,15 m,27 cm,,243,6434,,,,,,,,,,,,
Oleaceae,Syringa,vulgaris, ,L.,MEXUw-3413,NA,,NA,,,,Países Bajos,Países Bajos,NA,NA,NA,NA,"Rijksuniversiteit te Utrech, Netherlands",,,,Árbol,,16 m,12 cm,,243,6423,,,,,,,,,,,,
Onagraceae,Fuchsia,arborescens, ,Sims,MEXUw-3414,Guridi Gómez L.,Madrigal Sánchez X.,4156,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",,,,Árbol,,,,,224,5823,,,,,,,,,,,,
Opiliaceae,Agonandra,racemosa, ,(DC.) Standl.,MEXUw-3415,Guridi Gómez L.,Madrigal Sánchez X.,4164,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",Sueldo con sueldo,,,Árbol,,7 m,16 cm,,71,2128,,,,,,,,,,,,
Papaveraceae,Bocconia,arborea, ,S. Watson,MEXUw-3416,Guridi Gómez L.,Madrigal Sánchez X.,4184,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",Venenillo,,,Árbol,,,,,104,2847,,,,,,,,,,,,
Bonnetiaceae,Bonnetia,cubensis, ,(Britton) R.A. Howard,MEXUw-3417,NA,,NA,Theaceae,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,Manglesillo,,,Árbol,,,,,186,5144,,,,,,,,,,,,
Pentaphylacaceae,Cleyera,integrifolia, ,(Benth.) Choisy,MEXUw-3418,Guridi Gómez L.,Madrigal Sánchez X.,3989,Theaceae,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",,,,Árbol,,,,,186,5157,,,,,,,,,,,,
Pentaphylacaceae,Ternstroemia,lineata, ,DC.,MEXUw-3419,Guridi Gómez L.,Madrigal Sánchez X.,4120,Theaceae,,pringlei,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",,,,Árbol,,12 m,28 cm,,186,5153,,,,,,,,,,,,
Phyllantaceae,Hieronyma,alchorneoides, ,Allemão,MEXUw-3420,Acosta Solís,,NA,Euphorbiaceae,,,Ecuador,Ecuador,1950,NA,NA,1950,Fiel Museum of Natural History,Motilón,,,Árbol,,,,,147,4318,,,,,,,,,,,,
Phyllantaceae,Hieronyma,asperifolia, ,Pax & K. Hoffm,MEXUw-3421,Acosta Solís,,NA,Euphorbiaceae,,,Ecuador,Ecuador,1951,NA,NA,1951,Fiel Museum of Natural History,Motilón,,,Árbol,,8 m,13 cm,,147,4318,,,,,,,,,,,,
Phyllantaceae,Hieronyma,oblonga,var. crassifolia,Cuatrec.,MEXUw-3422,Cuatrecasas Jose,,NA,Euphorbiaceae,,,Colombia,Colombia,1943,NA,NA,1943,Fiel Museum of Natural History,,,,Árbol,,4.5 m,7 cm,,147,4318,,,,,,,,,,,,
Phyllantaceae,Margaritaria,indica, ,(Dalzell) Airy Shaw,MEXUw-3423,NA,,NA,Euphorbiaceae,Phyllanthus,indicus,India,India,NA,NA,NA,NA,Fiel Museum of Natural History,Karawa,,,Árbol,,,,,147,4299,,,,,,,,,,,,
Pittosporaceae,Pittosporum,tobira, ,(Thunb.) W.T. Aiton,MEXUw-3424,NA,,NA,,,,Madrid,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",Pittosporum,,,Árbol,,,,,118,3252,,,,,,,,,,,,
Pittosporaceae,Pittosporum,tobira, ,(Thunb.) W.T. Aiton,MEXUw-3425,Artola Aguirretxe Imanol,,131,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),Pitosporo del japon,,,Árbol,,27 m,170 cm,,118,3252,,,,,,,,,,,,
Platanaceae,Platanus,acerifolia, ,(Aiton) Willd.,MEXUw-3426,Réjean Drouin,,NA,,,,Londres,Inglaterra,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,124,3314,,,,,,,,,,,,
Platanaceae,Platanus,hispanica, ,Münchh.,MEXUw-3427,Artola Aguirretxe Imanol,,32,,,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),Platano de sombra,,,Árbol,,,,,124,3314,,,,,,,,,,,,
Platanaceae,Platanus,hybrida, ,Brot.,MEXUw-3428,NA,,NA,,,,Madrid,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",Platano,,,Árbol,,,,,124,3314,,,,,,,,,,,,
Platanaceae,Platanus,mexicana, ,Moric.,MEXUw-3429,Ortega R.,,1270,,,,Veracruz,México, 26/02/1979,26,2,1979,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",Haya,,,Árbol,,,,,124,3314,,,,,,,,,,,,
Platanaceae,Platanus,mexicana, ,Moric.,MEXUw-3430,NA,,NA,,,,Nuevo León,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",Alamo blanco,,,Árbol,,,,,124,3314,,,,,,,,,,,,
Platanaceae,Platanus,occidentalis, ,L.,MEXUw-3431,NA,,NA,,,,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",Sycamore,,,Árbol,,12 m,38 cm,,124,3314,,,,,,,,,,,,
Platanaceae,Platanus,occidentalis, ,L.,MEXUw-3432,"Nee, Michael",,63158,,,,Wisconsin,Estados Unidos Americanos,20/8/2016,20,8,2016,Missouri Botanical Garden,,,,Árbol,,,,,124,3314,,,,,,,,,,,,
Platanaceae,Platanus,occidentalis, ,L.,MEXUw-3433,NA,,NA,,,,Canadá,Canadá,NA,NA,NA,NA,Forintek Canadá Corporation - Department of Fisheries & Forestry Forest Products - Lab Canadá,,,,Árbol,,,,,124,3314,,,,,,,,,,,,
Polygonaceae,Coccoloba,barbadensis, ,Jacq.,MEXUw-3434,Martínez Esquivel S.,,460,,,,Nayarit,México, 21/11/1977,21,11,1977,Centro regional de Enseñanza Tecnica Industrial-Guadalajara,Juan pérez,,,Árbol,,9 m,15 cm,,77,2209,,,,,,,,,,,,
Polygonaceae,Coccoloba,barbadensis, ,Jacq.,MEXUw-3435,Zolá  M.,,2096,,,,México,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,Árbol,,14 m,,,77,2209,,,,,,,,,,,,
Polygonaceae,Coccoloba,barbadensis, ,Jacq.,MEXUw-3436,NA,,NA,,,,Quintana Roo,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",Boop,,,Árbol,,12 m,12 cm,,77,2209,,,,,,,,,,,,
Polygonaceae,Coccoloba,sp., ,P. Browne,MEXUw-3437,Ortega González M.,,NA,,,,Chiapas,México,1958,NA,NA,1958,"Instituto de Biología, UNAM ",Chacá,,,Árbol,,12 m,,,77,2209,,,,,,,,,,,,
Polygonaceae,Coccoloba,spicata, ,Lundell,MEXUw-3438,Alan B. Curtis,Edgar Cabrera Cano,39,,,,Yucatán,México,20/6/1905,20,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,Bob,,,Árbol,,,,,77,2209,,,,,,,,,,,,
Polygonaceae,Coccoloba,tuerckheimii, ,Donn. Sm,MEXUw-3439,NA,,NA,,,,Chiapas,México, 24/11/1986,24,11,1986,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,15 m,12 cm,,77,2209,,,,,,,,,,,,
Polygonaceae,Coccoloba,uvifera, ,(L.) L.,MEXUw-3440,NA,,NA,,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,Uva caleta,,,Árbol,,17 m,70 cm,,77,2209,,,,,,,,,,,,
Polygonaceae,Gymnopodium,floribundum, ,Rolfe in Hook.,MEXUw-3441,Alan B. Curtis,Edgar Cabrera Cano,40,,,,Yucatán,México,23/6/1905,23,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,Tzizilche,,,Árbol,,,,,77,2207A,,,,,,,,,,,,
Polygonaceae,Triplaris,americana, ,L.,MEXUw-3442,NA,,NA,,,,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,Palo hormiguero,,,Árbol,,7 m,,,77,2210,,,,,,,,,,,,
Oleaceae,Syringa,vulgaris, ,L.,MEXUw-3443,"Nee, Michael",,62961,,,,Wisconsin,Estados Unidos Americanos,NA,NA,NA,NA,Missouri Botanical Garden,,,,Árbol,,,,,243,6423,,,,,,,,,,,,
Primulaceae,Ardisia,escallonioides, ,Schltdl. & Cham,MEXUw-3444,Curtis A.,,35,Myrsinaceae,,,Yucatán,México,25/6/1905,25,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,"Marlberry, ponolche ",,,Árbol,,,,,236,6285,,,,,,,,,,,,
Primulaceae,Ardisia,sp., ,Sw.,MEXUw-3445,"Calzada, Juan Ismael",,JIC-2924,Myrsinaceae,,,Chiapas,México,07/12/1976,7,12,1976,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,,Árbol,,,,,236,6285,,,,,,,,,,,,
Primulaceae,Myrsine,juergensenii, ,Mez,MEXUw-3446,Guridi Gómez L.,Madrigal Sánchez X.,4177,Myrsinaceae,Rapanea,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",Lengua de tigre,,,Árbol,,15 m,,,236,6313,,,,,,,,,,,,
Proteaceae,Euplasssa,sp., ,Salisb.,MEXUw-3447,Colecciones Especiales,,NA,,Adenostephanus,,Amazonas,Brasil,NA,NA,NA,NA,Centro de Tecnología Madereira,Louro faia (portugues),,,Árbol,,,,,66,2059,,,,,,,,,,,,
Proteaceae,Grevillea,robusta, ,A. Cunn. ex R. Br.,MEXUw-3448,Réjean Drouin,,NA,,,,Texas,Australia,14/5/2009,14,5,2009,Réjean Drouin ,,,,Árbol,,7 m,15 cm,,66,2045,,,,,,,,,,,,
Proteaceae,Grevillea,sp., ,L.C. Beck & Emmons,MEXUw-3449,NA,,NA,,,,CDMX,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",Grevilia,,,Árbol,,10 m,28 cm,,66,2045,,,,,,,,,,,,
Proteaceae,Roupala,montana,var. brasiliensis,(Klotzsch) K.S.Edwards,MEXUw-3450,Réjean Drouin,,NA,,,brasiliensis,Brasil,Brasil,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,9 m,9 cm,,66,2052,,,,,,,,,,,,
Putranjivaceae,Drypetes,brownii, ,Standl.,MEXUw-3451,Ortega González M.,,NA,Euphorbiaceae,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,Jolube,,,Árbol,,20 m,,,147,4309,,,,,,,,,,,,
Myricaceae,Myrica,gale, ,L.,MEXUw-3452,NA,,67,,,,Overijsse,Países Bajos,NA,NA,NA,NA,NA,,,,Rama,,,,,57,1874,,,,,,,,,,,,
Rhamnaceae,Colubrina,arborescens, ,(Mill.) Sarg.,MEXUw-3453,Alan B. Curtis,Edgar Cabrera Cano,41,,,,Yucatán,México,24/6/1905,24,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,"Coffe colubrina, pimienta de monte",,,,,,,,169,4882,,,,,,,,,,,,
Rhamnaceae,Colubrina,elliptica, ,(Sw.) Brizicky & W.L. Stern,MEXUw-3454,Alan B. Curtis,Edgar Cabrera Cano,42,,,,Yucatán,México,19/6/1905,19,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,"Saknache, soldierwood",,,Árbol,,,,,169,4882,,,,,,,,,,,,
Rhamnaceae,Condalia,velutina, ,I.m Johnst.,MEXUw-3455,Guridi Gómez L.,Madrigal Sánchez X.,3898,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",Granjero,,,Árbol,,2 m,,,169,4862,,,,,,,,,,,,
Rhamnaceae,Karwinskia,humboldtiana, ,(Willd. ex Roem & Schult.) Zucc.,MEXUw-3456,B. Curtis Alan,Edgar Cabrera Cano,43,,,,Yucatán,México,25/6/1905,25,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,"Cacahila, coyotillo",,,Árbol,,8 m,,,169,4867,,,,,,,,,,,,
