Familia actualizada,Género actualizado,Especie actualizada,Taxa infraespecífico,Autor,MEXUw,Colector,Colectores asociados,N° Colecta,Familia anterior,Género anterior,Especie anterior,Estado,País,Fecha,Día,Mes,Año,Institución,Donaciones,Péstamos/ Exhibiciones,Nombre común,Forma de vida,Parte del árbol donde se realizó la colecta,Altura,DAP,Altura de colecta,N° Fam,Nº Género,,,,,,,,,,,,
Malvaceae,Ceiba,pentandra, ,(L.) Gaertn.,MEXUw-3262,Mendoza F.,,IMGV-1,Bombacaceae,,,Nayarit,México, 21/12/1977,21,12,1977,Centro regional de Enseñanza Tecnica Industrial-Guadalajara,,,Ceiba,Árbol,,,,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,pentandra, ,(L.) Gaertn.,MEXUw-3263,NA,,NA,Bombacaceae,,,Estado de México,México,NA,NA,NA,NA,"Colegio de Postgraduados en Ciencias Agrícolas, Universidad Autónoma de Chapingo",,,,Árbol,,,,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,pentandra, ,(L.) Gaertn.,MEXUw-3264,Ortega González M. ,,NA,Bombacaceae,,,Chiapas,México,1958,NA,NA,1958,Compañia Maderera Maya,,,Ceiba,Árbol,,40 m,,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,pentandra, ,(L.) Gaertn.,MEXUw-3265,Carmona V. Tomás F.,,TFCV-029,Bombacaceae,,,Chiapas,México, 20/08/1977,20,8,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,Ceiba,Árbol,,,,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,pentandra, ,(L.) Gaertn.,MEXUw-3266,Carmona V. Tomás F.,,TFCV-040,Bombacaceae,,,Chiapas,México,01/09/1977,1,9,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,Ceiba,Árbol,,20 m,,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,pentandra, ,(L.) Gaertn.,MEXUw-3267,NA,,NA,Bombacaceae,,,San Luis Potosi,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Ceiba,Árbol,,8 m,,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,samauma, ,(Mart.) K. Schum,MEXUw-3268,NA,,NA,Bombacaceae,,,Perú,Perú,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,4 m,13 cm,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,samauma, ,(Mart.) K. Schum,MEXUw-3269,T. m,,TM-35,Bombacaceae,,,Perú,Perú,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,177,5026,,,,,,,,,,,,
Malvaceae,Ceiba,sp., ,Mill.,MEXUw-3270,Zolá  M.,,1888,Bombacaceae,,,Veracruz,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,Árbol,,,,,177,5026,,,,,,,,,,,,
Malvaceae,Chiranthodendron,pentadactylon, ,Larreat.,MEXUw-3271,NA,,NA,Sterculiaceae,,,Guerrero,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Manita,Árbol,,,,,178,5045,,,,,,,,,,,,
Malvaceae,Ceiba,insignis, ,(Kunth) P.E.Gibbs & Semir,MEXUw-3272,NA,,NA,Bombacaceae,Chorisia,integrifolia,Perú,Perú,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,10 m,17 cm,,177,5025,,,,,,,,,,,,
Malvaceae,Cola,lateritia, ,K. Schum,MEXUw-3273,De Brieyi,,127,Sterculiaceae,,,Zaire,África,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,,,,178,5091,,,,,,,,,,,,
Malvaceae,Hampea,trilobata, ,Standl.,MEXUw-3274,B. Curtis Alan,Edgar Cabrera Cano,32,,,,Yucatán,México, 99/99/2004,NA,NA,2004,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,,,Hool,Árbol,,,,,175,5020A,,,,,,,,,,,,
Malvaceae,Heliocarpus,appendiculatus, ,Turcz.,MEXUw-3275,NA,,JN257A,,,,NA,NA,NA,NA,NA,NA,"Instituto de Biología, UNAM ",,,,Árbol,,14 m,30 cm,,174,4976,,,,,,,,,,,,
Malvaceae,Heliocarpus,appendiculatus, ,Turcz.,MEXUw-3276,NA,,JN257B,,,,NA,NA,NA,NA,NA,NA,"Instituto de Biología, UNAM ",,,,Árbol,,6 m,10 cm,,174,4976,,,,,,,,,,,,
Malvaceae,Heliocarpus,donnellsmithii, ,Rose,MEXUw-3277,NA,,NA,,,,Estado de México,México,NA,NA,NA,NA,"Colegio de Postgraduados en Ciencias Agrícolas, Universidad Autónoma de Chapingo",,,,Árbol,,6 m,10 cm,,174,4976,,,,,,,,,,,,
Malvaceae,Heliocarpus,terebinthinaceus, ,(DC.) Hochr,MEXUw-3278,Guridi Gómez L.,Madrigal Sánchez X.,4204,,,,Michoacán,México,1/12/1986,1,12,1986,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",,,,Árbol,,10 m,,,174,4976,,,,,,,,,,,,
Malvaceae,Huberodendron,swietenioides, ,(Gleason) Ducke,MEXUw-3279,NA,,NA,Bombacaceae,,,Perú,Perú,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,177,5035Bis,,,,,,,,,,,,
Malvaceae,Luehea,candida, ,(Moc. & Sessé ex DC.) Mart.,MEXUw-3280,Guzmán R.,,RGM-8,,,,Jalisco,México, 23/12/1978,23,12,1978,Centro regional de Enseñanza Tecnica Industrial-Guadalajara,,,Algodoncillo,Árbol,,,,,174,4959,,,,,,,,,,,,
Malvaceae,Luehea,candida, ,(Moc. & Sessé ex DC.) Mart.,MEXUw-3281,Zolá  M.,,1764,,,,Veracruz,México, 26/02/1987,26,2,1987,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,Árbol,,,,,174,4959,,,,,,,,,,,,
Malvaceae,Luehea,seemannii, ,Triana & Planch.,MEXUw-3282,Mc. Clay Clara,,39,,,,Peten,Guatemala,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,10 m,25 cm,,174,4959,,,,,,,,,,,,
Malvaceae,Luehea,speciosa, ,Willd.,MEXUw-3283,Curtis A.,,63,,,,Yucatán,México,16/6/1905,16,6,1905,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,,,Kaskat,Árbol,,10 m,25 cm,,174,4959,,,,,,,,,,,,
Malvaceae,Luehea,speciosa, ,Willd.,MEXUw-3284,NA,,NA,,,,Quintana Roo,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Kaskat,Árbol,,,,,174,4959,,,,,,,,,,,,
Malvaceae,Martiodendron,elatum,var. elatum,(Ducke) Gleason,MEXUw-3285,NA,,447,Bombacaceae,,,Pára,Brasil,99/99/1932,NA,NA,1932,Fiel Museum of Natural History,,,,Árbol,,15 m,,,177,3540D,,,,,,,,,,,,
Malvaceae,Matisia,oblongifolia, ,Poepp. & Endl.,MEXUw-3286,Krukoff,,NA,Bombacaceae,,,Amazonas,Brasil,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,,,,177,5031,,,,,,,,,,,,
Malvaceae,Matisia,ochrocalix, ,K. Schum,MEXUw-3287,Solís P.,,NA,Bombacaceae,,,NA,Ecuador,99/99/1950,NA,NA,1950,Fiel Museum of Natural History,,,Molinillo,Árbol,,,,,177,5031,,,,,,,,,,,,
Malvaceae,Ochroma,pyramidale, ,(Cav. ex Lam) Urb.,MEXUw-3288,Réjean Drouin,,NA,Bombacaceae,,lagopus,Perú,Perú,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,177,5034,,,,,,,,,,,,
Malvaceae,Ochroma,pyramidale, ,(Cav. ex Lam) Urb.,MEXUw-3289,NA,,NA,Bombacaceae,,lagopus,Cuba,Cuba,NA,NA,NA,NA,Centro de Investigaciones forestales,,,"Balsa, lanero",Árbol,,20 m,31 cm,,177,5034,,,,,,,,,,,,
Malvaceae,Ochroma,pyramidale, ,(Cav. ex Lam) Urb.,MEXUw-3290,NA,,NA,Bombacaceae,,,Chiapas,México, 24/11/1986,24,11,1986,"Instituto Nacional de Investigaciones Forestales, México",,PaBio,Corcho,Árbol,,,,,177,5034,,,,,,,,,,,,
Malvaceae,Ochroma,pyramidale, ,(Cav. ex Lam) Urb.,MEXUw-3291,"Williams, Llewelyn",,NA,Bombacaceae,,concolor,Oaxaca,México,1937,NA,NA,1937,"Fiel Museum of Natural History, Chicago Natural History Museum",,,,Árbol,,,,,178,5034,,,,,,,,,,,,
Malvaceae,Pachira,aquatica, ,Aubl.,MEXUw-3292,Zamora P.,,439,Bombacaceae,,,Veracruz,México, 20/05/1987,20,5,1987,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,Apompo,Árbol,,,,,177,5024Bis,,,,,,,,,,,,
Malvaceae,Pseudobombax,ellipticum, ,(Kunth) Dugand,MEXUw-3293,Sosa,,51,Bombacaceae,,,Peten,Guatemala,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,177,5024A,,,,,,,,,,,,
Malvaceae,Pseudobombax,ellipticum, ,(Kunth) Dugand,MEXUw-3294,NA,,NA,Bombacaceae,Bombax,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,"Amapola, amapola cedreada",Árbol,,,,,177,5024,,,,,,,,,,,,
Malvaceae,Pseudobombax,ellipticum, ,(Kunth) Dugand,MEXUw-3295,NA,,NA,Bombacaceae,Bombax,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,"Amapola, amapola cedreada",Árbol,,6 m ,18 cm,,177,5024,,,,,,,,,,,,
Malvaceae,Pseudobombax,ellipticum, ,(Kunth) Dugand,MEXUw-3296,NA,,NA,Bombacaceae,,,Quintana Roo,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,12 m,12 cm,,177,5024A,,,,,,,,,,,,
Malvaceae,Pseudobombax,ellipticum, ,(Kunth) Dugand,MEXUw-3297,NA,,NA,Bombacaceae,,,Campeche,México, 24/11/1986,24,11,1986,"Instituto Nacional de Investigaciones Forestales, México",,,,Árbol,,16 m,16 cm,,177,5024A,,,,,,,,,,,,
Malvaceae,Pseudobombax,ellipticum, ,(Kunth) Dugand,MEXUw-3298,Zolá  M.,,1724,Bombacaceae,,,Veracruz,México,24/02/1987,24,2,1987,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,Dugand,,,,,,177,5024A,,,,,,,,,,,,
Malvaceae,Quararibea,funebris, ,(La Llave) Vischer,MEXUw-3299,Carmona V. Tomás F.,,19,Bombacaceae,,,Chiapas,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,Árbol,,,,,177,5033,,,,,,,,,,,,
Malvaceae,Quararibea,funebris, ,(La Llave) Vischer,MEXUw-3300,Carmona V. Tomás F.,,TFCV-019,Bombacaceae,,,Chiapas,México, 14/08/1977,14,8,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,Molinillo,Árbol,,,,,177,5033,,,,,,,,,,,,
Malvaceae,Quararibea,magnifica, ,Pittier,MEXUw-3301,Williams O. L,,NA,Bombacaceae,,,Venezuela,Venezuela,99/99/1938,NA,NA,1938,Fiel Museum of Natural History,,,,Árbol,,,,,177,5033,,,,,,,,,,,,
Malvaceae,Guazuma,ulmifolia, ,Lam,MEXUw-3302,Zolá  M.,,2134,Sterculiaceae,,,México,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,Árbol,,18 m,,,178,5069,,,,,,,,,,,,
Malvaceae,Sterculia,mexicana, ,R. Br.,MEXUw-3303,NA,,NA,Sterculiaceae,,,Estado de México,México,NA,NA,NA,NA,"Colegio de Postgraduados en Ciencias Agrícolas, Universidad Autónoma de Chapingo",,,,Árbol,,,,,178,5083,,,,,,,,,,,,
Malvaceae,Tilia,americana, ,L.,MEXUw-3304,NA,,NA,,,,New York,Estados Unidos Americanos,NA,NA,NA,NA,"College of Environmental Science and Forestry, Syracuse",,,Basswood,Árbol,,,,,174,4964,,,,,,,,,,,,
Malvaceae,Tilia,americana, ,L.,MEXUw-3305,NA,,NA,,,,Canadá,Canadá,NA,NA,NA,NA,Forintek Canadá Corporation - Department of Fisheries & Forestry Forest Products - Lab Canadá,,,Basswood,Árbol,,18 m,24 cm,,174,4964,,,,,,,,,,,,
Malvaceae,Tilia,cordata, ,Mill.,MEXUw-3306,NA,,NA,,,,Delden,Países Bajos,NA,NA,NA,NA,"Rijksuniversiteit te Utrech, Netherlands",,,,Árbol,,9.70 m,38.5 cm,,174,4964,,,,,,,,,,,,
Malvaceae,Tilia,cordata, ,Mill.,MEXUw-3307,NA,,NA,,,,Österreich,Austria,NA,NA,NA,NA,Abteilung fur Biologische Holzforschung an der Forstlichen Bundesversuchsanstalt,,,Winterlinde,Árbol,,,,,174,4964,,,,,,,,,,,,
Malvaceae,Tilia,mexicana, ,Schltdl.,MEXUw-3308,Martínez Esquivel S.,,SME-38,,,,Jalisco,México,06/12/1978,6,12,1978,Centro regional de Enseñanza Tecnica Industrial-Guadalajara,,,Cirimo,Árbol,,,,,174,4964,,,,,,,,,,,,
Malvaceae,Tilia,mexicana, ,Schltdl.,MEXUw-3309,Guridi Gómez L.,Madrigal Sánchez X.,3931,,,,Michoacán,México, 30/01/1990,30,1,1990,"Fac. de Ingeniería y Tecnología de Madera,  Univ. Michoacana San Nicolas de Hidalgo",,,Cirimo,Árbol,,5.5 m,6 cm,,174,4964,,,,,,,,,,,,
Malvaceae,Tilia,mexicana, ,Schltdl.,MEXUw-3310,NA,,NA,,,occidentalis,Estado de México,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Tilia de hoja ancha,Árbol,,6 m,23 cm,,174,4964,,,,,,,,,,,,
Malvaceae,Tilia,euchlora, ,K. Kuch.,MEXUw-3311,NA,,NA,,,,Países Bajos,Países Bajos,NA,NA,NA,NA,"Rijksuniversiteit te Utrech, Netherlands",,,,Árbol,,12 m,40 cm,,174,4964,,,,,,,,,,,,
Malvaceae,Trichospermum,mexicanum, ,(DC.) Baill.,MEXUw-3312,NA,,JN262B,,Belotia,mexicana,NA,NA,NA,NA,NA,NA,"Instituto de Biología, UNAM ",,,,Árbol,,5 m,13 cm,,174,4973,,,,,,,,,,,,
Malvaceae,Trichospermum,lessertianum, ,(Hochr.) Dorr,MEXUw-3313,NA,,17,,Belotia,campbellii,Nicaragua,Nicaragua,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,25 m,60 cm,,174,4973,,,,,,,,,,,,
Malvaceae,Triplochiton,scleroxylon, ,K. Schum,MEXUw-3314,NA,,NA,Sterculiaceae,,,Checoslovaquia,Checoslovaquia,NA,NA,NA,NA,Timber Research and Development Institute (PTw),,,,Árbol,,6 m,11 cm,,178,ND,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3315,Mendoza F.,,CERETI-246,,,,Nayarit,México, 18/08/1978,18,8,1978,Centro regional de Enseñanza Tecnica Industrial-Guadalajara,,,Capomo,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3316,Ortega González M. ,,NA,,,,Chiapas,México,1958,NA,NA,1958,Compañia Maderera Maya,,,Ramón,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3317,NA,,11076,,,,Yucatán,México,1951,NA,NA,1951,Fiel Museum of Natural History,,,,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3318,Carmona V. Tomás F.,,TFCV-049,,,,Chiapas,México, 29/09/1977,29,9,1977,Instituto de Investigaciones Sobre Recursos Bióticos A.C.,,,Ramón,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3319,Mc. Clay Clara,,NA,,,,Peten,Guatemala,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3320,NA,,NA,,,,Veracruz,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Ramón,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3321,NA,,NA,,,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Ramón,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3322,NA,,NA,,,,Campeche,México, 24/11/1986,24,11,1986,"Instituto Nacional de Investigaciones Forestales, México",,,Ramón,Árbol,,30 m,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum, ,Sw.,MEXUw-3323,Williams Liewelyn,,NA,,,terrabanum,Oaxaca,México, 99/99/1937,NA,NA,1937,Fiel Museum of Natural History,,,,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,alicastrum,subsp. bolivarense,(Pittier) C.C.Berg,MEXUw-3324,NA,,P-62,,,uleanum,Perú,Perú,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,utile, ,(Kunth) Oken ex J. Presl,MEXUw-3325,NA,,6245,,,,U.S.A,Estados Unidos Americanos,NA,NA,NA,NA,Fiel Museum of Natural History,,,Sande,,,,,,64,1957,,,,,,,,,,,,
Moraceae,Brosimum,utile, ,(Kunth) Oken ex J. Presl,MEXUw-3326,NA,,NA,,,,Colombia,Colombia,1943,NA,NA,1943,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,Mora,,,,,,64,1957,,,,,,,,,,,,
Moraceae,Castilla,elastica, ,Sessé ex Cerv.,MEXUw-3327,Gonzáles L.,,LMG-2,,,,Jalisco,México, 10/10/1978,10,10,1978,Centro regional de Enseñanza Tecnica Industrial-Guadalajara,,,Hule,Árbol,,12 m,,,64,1951,,,,,,,,,,,,
Moraceae,Castilla,elastica, ,Sessé ex Cerv.,MEXUw-3328,Mc. Clay Clara,,30,,,,Peten,Guatemala,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,64,1951,,,,,,,,,,,,
Moraceae,Castilla,elastica, ,Sessé ex Cerv.,MEXUw-3329,Zolá  M.,,1886,,,,Veracruz,México,NA,NA,NA,NA,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,,,,,,64,1951,,,,,,,,,,,,
Moraceae,Ficus,insipida, ,Willd.,MEXUw-3330,Zolá  M.,,2063,,,,México,México,NA,NA,NA,NA,"Instituto de Biología, UNAM ",,,"Higuera, zalate",Árbol,,,,,64,1961,,,,,,,,,,,,
Moraceae,Ficus,maxima, ,Mill.,MEXUw-3331,NA,,NA,,,glaucescens,San Luis Potosi,México,NA,NA,NA,NA,"Instituto de Biología, UNAM ",,,"Matapalo, zopilote",Árbol,,20 m,230 cm,,64,1961,,,,,,,,,,,,
Moraceae,Ficus,maxima, ,Mill.,MEXUw-3332,Vargas S.,,475,,,,Veracruz,México,10/02/1978,10,2,1978,"Instituto de Biología, UNAM ",,,Higuera,Árbol,,35 m,,,64,1961,,,,,,,,,,,,
Moraceae,Ficus,pertusa, ,L. f.,MEXUw-3333,B. Curtis Alan,Edgar Cabrera Cano,34,,,padifolia,Yucatán,México,22/6/1905,22,6,1905,"Instituto de Biología, UNAM ",,,,Árbol,,15 m,43 cm,,64,1961,,,,,,,,,,,,
Moraceae,Ficus,apollinaris, ,Lundell,MEXUw-3334,"Ibarra Manriquez, Guillermo",,3253,,,petenensis,Veracruz,México,NA,NA,NA,NA,"Instituto de Biología, UNAM ",,,,Árbol,,15 m,,,64,1961,,,,,,,,,,,,
Moraceae,Ficus,maxima, ,Mill.,MEXUw-3335,Zolá  M.,,1720,,,,Veracruz,México, 24/02/1987,24,2,1987,"Xiloteca del Instituto de Investigaciones sobre Recursos Bióticos, Xalapa, Veracruz",,,,,,,,,64,1961,,,,,,,,,,,,
Moraceae,Ficus,velutina, ,Humb. & Bonpl. ex Willd.,MEXUw-3336,Guridi Gómez L.,Madrigal Sánchez X.,4161,,,glycicarpa,Michoacán,México,1/12/1986,1,12,1986,"Instituto Nacional de Investigaciones Forestales, México",,,Amate,Árbol,,10 m,46 cm,,64,1961,,,,,,,,,,,,
Moraceae,Ficus,yucatansis, ,Standl.,MEXUw-3337,Ortega González M.,,112,,,,Chiapas,México,1958,NA,NA,1958,Compañia Maderera Maya,,,Amate,Árbol,,8 m,29 cm,,64,1961,,,,,,,,,,,,
Moraceae,Maclura,pomifera, ,Rob.,MEXUw-3338,NA,,NA,,,,Illinois,Estados Unidos Americanos,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,64,1918,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) D. Don ex Steud.,MEXUw-3339,NA,,NA,,,,Estado de México,México,NA,NA,NA,NA,"Colegio de Postgraduados en Ciencias Agrícolas, Universidad Autónoma de Chapingo",,,,Árbol,,,,,64,1918,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) Gaudich. ex Benth.,MEXUw-3340,Alan B. Curtis,Edgar Cabrera Cano,33,,Chlorophora,,Yucatán,México, 99/99/1998,NA,NA,1998,Alan B. Curtis - Edgar Cabrera Cano - CIQRO,,,"Fustic, mora",Árbol,,18 m,28 cm,,64,1919,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) D. Don ex Steud.,MEXUw-3341,Réjean Drouin,,NA,,,,Honduras,Honduras,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,19,1918,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) Gaudich. ex Benth.,MEXUw-3342,NA,,NA,,Chlorophora,,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Mora ,Árbol,,10 m,15 cm,,64,1919,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) D. Don ex Steud.,MEXUw-3343,NA,,NA,,,,Quintana Roo,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Mora,Árbol,,,,,64,1918,,,,,,,,,,,,
Moraceae,Maclura,tinctoria, ,(L.) D. Don ex Steud.,MEXUw-3344,NA,,NA,,,,Quintana Roo,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Mora,Árbol,,,,,64,1918,,,,,,,,,,,,
Moraceae,Maquira ,sclerophylla, ,(Ducke) C.C.Berg,MEXUw-3345,NA,,NA,,,,Amazonas,Brasil,NA,NA,NA,NA,Centro de Tecnología Madereira,,,Rapé de Indio,Árbol,,,,,65,1950,,,,,,,,,,,,
Moraceae,Milicia,excelsa, ,(Welw.) C.C.Berg,MEXUw-3346,Artola Aguirretxe Imanol,,230,,Chlorophora,,Galicia,España,01/08/2007,1,8,2007,Museo de la Madera de Andueza (Centro de Interpretación de al Madera de Andueza),,,Iroko,Árbol,,,,,64,1919,,,,,,,,,,,,
Moraceae,Milicia,excelsa, ,(Welw.) C.C.Berg,MEXUw-3347,Ghesquiere J.,,NA,,Chlorophora,,Zaire,África,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,20 m,30 cm,,64,1919,,,,,,,,,,,,
Moraceae,Morus,alba, ,L.,MEXUw-3348,NA,,NA,,,,Madrid,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",,,Morera,Árbol,,,,,64,1913,,,,,,,,,,,,
Moraceae,Morus,alba, ,L.,MEXUw-3349,Koeppen C. Roberth,,NA,,,,Wisconsin,Estados Unidos Americanos,NA,NA,NA,NA,"U.S Forest Products Laboratory, One Gifford Pinchot Drive",,,,Árbol,,,,,64,1913,,,,,,,,,,,,
Moraceae,Morus,alba, ,L.,MEXUw-3350,"Nee, Michael",,62921,,,,Wisconsin,Estados Unidos Americanos,12/5/2016,12,5,2016,Missouri Botanical Garden,,,,Árbol,,,,,64,1913,,,,,,,,,,,,
Moraceae,Morus,nigra, ,L.,MEXUw-3351,Réjean Drouin,,NA,,,,California,Estados Unidos Americanos,1/7/1905,1,7,1905,Réjean Drouin ,,,,Árbol,,,,,64,1913,,,,,,,,,,,,
Moraceae,Morus,nigra, ,L.,MEXUw-3352,NA,,NA,,,,Madrid,España,NA,NA,NA,NA,"Escuela Técnica Superior de Ingenieros de Montes, Madrid, España",,PaBio,Moral,Árbol,,,,,64,1913,,,,,,,,,,,,
Moraceae,Musanga,cecropioides, ,R.Br. ex Tedlie,MEXUw-3353,Ghesquiere J.,,NA,,,smithii,NA,República Democrática del Congo,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,9 m,27 cm,,64,1965,,,,,,,,,,,,
Moraceae,Musanga,cecropioides, ,R.Br. ex Tedlie,MEXUw-3354,Ghesquiere J.,,NA,,,smithii,NA,República Democrática del Congo,NA,NA,NA,NA,Koninklijk Museum voor Midden-Afrika (Musée Royal de l´ Afrique Centrale),,,,Árbol,,5 m,,,64,1965,,,,,,,,,,,,
Moraceae,Brosimum,guianense, ,Huber ex Ducke,MEXUw-3355,Williams Liewelyn,,NA,,Piratinera,panamensis,Oaxaca,México,99/99/1973,NA,NA,1973,Fiel Museum of Natural History,,,Asta,Árbol,,,,,64,1957,,,,,,,,,,,,
Moraceae,Poulsenia,armata, ,(Miq.) Standl.,MEXUw-3356,Ortega González M.,,NA,,,,Chiapas,México,99/99/1958,NA,NA,1958,Compañia Maderera Maya,,,Chichicastle,Árbol,,,,,64,1941,,,,,,,,,,,,
Moraceae,Pseudolmedia,glabrata, ,(Liebm.) C.C.Berg,MEXUw-3357,NA,,NA,,,oxyphyllaria,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Mamba,Árbol,,22 m,19 cm,,64,1954,,,,,,,,,,,,
Moraceae,Pseudolmedia,glabrata, ,(Liebm.) C.C.Berg,MEXUw-3358,NA,,NA,,,oxyphyllaria,Campeche,México,NA,NA,NA,NA,"Instituto Nacional de Investigaciones Forestales, México",,,Mamba,Árbol,,,,,64,1954,,,,,,,,,,,,
Moraceae,Pseudolmedia,laevigata, ,Trécul,MEXUw-3359,Palmares Near,,NA,,,,Amazonas,Brasil,NA,NA,NA,NA,Fiel Museum of Natural History,,,,Árbol,,15 m,,,64,1954,,,,,,,,,,,,
Moraceae,Pseudolmedia,rigida,subsp. eggersii,(Standl.) C.C.Berg,MEXUw-3360,A. S.,,NA,,,eggersii,Ecuador,Ecuador,1946,NA,NA,1946,Fiel Museum of Natural History,,,,Árbol,,30 m,,,64,1954,,,,,,,,,,,,
